container_i,bind_off,base,entry_i,name,rel_off,abs_off,size
0,12288,file,61,"\EXCLAIMX.TIM",85204,97492,1072
0,12288,file,62,"\GOX.TIM",86280,98568,3152
0,12288,file,63,"\YOULOSEX.TIM",89436,101724,4176
0,12288,file,64,"\NO.TIM",93616,105904,1200
0,12288,file,65,"\READYX.TIM",94820,107108,4176
0,12288,file,66,"\STOPS.TIM",99000,111288,1088
0,12288,file,67,"\YOUWINX.TIM",100092,112380,4176
0,12288,file,68,"\YES.TIM",104272,116560,1816
0,12288,file,69,"\YOUX.TIM",106092,118380,1912
0,12288,file,70,"\TIME_UP.TIM",108008,120296,2128
0,12288,file,71,"\AMMO_CA.TIM",110140,122428,576
0,12288,file,72,"\BASE_REP.TIM",110720,123008,576
0,12288,file,73,"\BUL_ROUN.TIM",111300,123588,576
0,12288,file,74,"\JET_PACK.TIM",111880,124168,576
0,12288,file,75,"\POWER_UP.TIM",112460,124748,576
0,12288,file,76,"\PUMP_UP.TIM",113040,125328,576
0,12288,file,77,"\RANDOM.TIM",113620,125908,576
0,12288,file,78,"\R_BOOTS.TIM",114200,126488,576
0,12288,file,79,"\SHIELD.TIM",114780,127068,576
0,12288,file,80,"\BUL_SPIK.TIM",115360,127648,576
0,12288,file,81,"\TELEPORT.TIM",115940,128228,576
0,12288,file,82,"\VISION.TIM",116520,128808,576
0,12288,file,83,"\WEAP_UP.TIM",117100,129388,576
0,12288,file,84,"\PU_AMMO.TIM",117680,129968,576
0,12288,file,85,"\PU_HEART.TIM",118260,130548,576
0,12288,file,86,"\BELL.TIM",118840,131128,576
0,12288,file,87,"\BUD_BIT.TIM",119420,131708,592
0,12288,file,88,"\GR_BURST.TIM",120016,132304,576
0,12288,file,89,"\SHEPWOOL.TIM",120596,132884,592
0,12288,file,90,"\SHEPCHOP.TIM",121192,133480,592
0,12288,file,91,"\RUBBISH1.TIM",121788,134076,592
0,12288,file,92,"\RUBBISH2.TIM",122384,134672,592
0,12288,file,93,"\RUBBISH3.TIM",122980,135268,592
0,12288,file,94,"\RUBBISH4.TIM",123576,135864,592
0,12288,file,95,"\GRAVE1.LOD",124172,136460,500
0,12288,file,96,"\CHUTE.LOD",124676,136964,1796
0,12288,file,97,"\JETPACK.LOD",126476,138764,1448
0,12288,file,98,"\RBOOTS.LOD",127928,140216,1892
0,12288,file,99,"\SKATES.LOD",129824,142112,1692
0,12288,file,100,"\GOGGLES.LOD",131520,143808,1056
0,12288,file,101,"\FISHBOOT.LOD",132580,144868,1900
0,12288,file,102,"\BINOCULARS.LOD",134484,146772,1156
0,12288,file,103,"\FONT2.FNT",135644,147932,920
0,12288,file,104,"\NUMBERS.FNT",136568,148856,360
0,12288,file,105,"\NUM_SML.FNT",136932,149220,352
0,12288,file,106,"\DEBUG.FNT",137288,149576,2056
0,12288,file,107,"\ANKH.TIM",139348,151636,832
0,12288,file,108,"\RUBBISH.TIM",140184,152472,576
0,12288,file,109,"\PROJECT.TIM",140764,153052,2272
0,12288,file,110,"\ARROW.TIM",143040,155328,576
0,12288,file,111,"\LANT_ICO.TIM",143620,155908,832
0,12288,file,112,"\SPEECH.TIM",144456,156744,2112
1,4380672,file,0,"BATTLEHILL.TIM",288,4380960,133600
1,4380672,file,1,"TIM.BND",133892,4514564,12540
1,4380672,file,2,"MDL.BND",146436,4527108,14588
1,4380672,file,3,"BATTLEHILL.PLD",161028,4541700,3136
1,4380672,file,4,"BATTLEHILL.PND",164168,4544840,143872
1,4380672,file,5,"BATTLEHILL.CL2",308044,4688716,7280
1,4380672,file,6,"BATTLEHILL.PTH",315328,4696000,16416
2,4514564,file,0,"CUR_TREE.TIM",288,4514852,2112
2,4514564,file,1,"PARKSET1.TIM",2404,4516968,2112
2,4514564,file,2,"SKULL.TIM",4520,4519084,2112
2,4514564,file,3,"S_POST.TIM",6636,4521200,576
2,4514564,file,4,"STUMP.TIM",7216,4521780,576
2,4514564,file,5,"FLAG2.TIM",7796,4522360,2368
2,4514564,file,6,"INFLBASE.TIM",10168,4524732,2368
3,4527108,file,0,"BSE_WOODS.LOD",448,4527556,680
3,4527108,file,1,"FRN_TREELONG_LARGE.LOD",1132,4528240,1776
3,4527108,file,2,"FRN_TREELONG_MEDIUM.LOD",2912,4530020,1724
3,4527108,file,3,"FRN_TREELONG_SMALL.LOD",4640,4531748,1724
3,4527108,file,4,"FRN_TREE_ROUNDLARGE.LOD",6368,4533476,1940
3,4527108,file,5,"FRN_TREE_ROUNDMEDIUM.LOD",8312,4535420,1940
3,4527108,file,6,"FRN_TREE_ROUNDSMALL.LOD",10256,4537364,1888
3,4527108,file,7,"BAD_POST_STRAIGHT.LOD",12148,4539256,552
3,4527108,file,8,"BASE_FLAG.LOD",12704,4539812,804
3,4527108,file,9,"PARK_BENCH_YELLOW.LOD",13512,4540620,516
3,4527108,file,10,"POST_STRAIGHT.LOD",14032,4541140,552
4,4712448,file,0,"BOWWOWKAPOW.TIM",288,4712736,133984
4,4712448,file,1,"TIM.BND",134276,4846724,9764
4,4712448,file,2,"MDL.BND",144044,4856492,3500
4,4712448,file,3,"BOWWOWKAPOW.PLD",147548,4859996,7004
4,4712448,file,4,"BOWWOWKAPOW.PND",154556,4867004,141812
4,4712448,file,5,"BOWWOWKAPOW.CL2",296372,5008820,12900
4,4712448,file,6,"BOWWOWKAPOW.PTH",309276,5021724,16416
5,4846724,file,0,"DOGHOOS.TIM",208,4846932,2112
5,4846724,file,1,"SKULL.TIM",2324,4849048,2112
5,4846724,file,2,"S_POST.TIM",4440,4851164,576
5,4846724,file,3,"FLAG2.TIM",5020,4851744,2368
5,4846724,file,4,"INFLBASE.TIM",7392,4854116,2368
6,4856492,file,0,"BSE_WOODS.LOD",208,4856700,680
6,4856492,file,1,"DOGHOUSE.LOD",892,4857384,684
6,4856492,file,2,"BAD_POST_STRAIGHT.LOD",1580,4858072,552
6,4856492,file,3,"BASE_FLAG.LOD",2136,4858628,804
6,4856492,file,4,"POST_STRAIGHT.LOD",2944,4859436,552
7,5040128,file,0,"TEMPLETANTRUM.TIM",288,5040416,159360
7,5040128,file,1,"TIM.BND",159652,5199780,7608
7,5040128,file,2,"MDL.BND",167264,5207392,6680
7,5040128,file,3,"TEMPLETANTRUM.PLD",173948,5214076,5620
7,5040128,file,4,"TEMPLETANTRUM.PND",179572,5219700,146120
7,5040128,file,5,"TEMPLETANTRUM.CL2",325696,5365824,12176
7,5040128,file,6,"TEMPLETANTRUM.PTH",337876,5378004,16416
8,5199780,file,0,"STUMP.TIM",168,5199948,576
8,5199780,file,1,"TREEPALM.TIM",748,5200528,2112
8,5199780,file,2,"FLAG2.TIM",2864,5202644,2368
8,5199780,file,3,"JUNGBASE.TIM",5236,5205016,2368
9,5207392,file,0,"BSE_RUBBER.LOD",168,5207560,680
9,5207392,file,1,"FRN_TREEMEDIUM_PALM.LOD",852,5208244,2436
9,5207392,file,2,"FRN_TREESMALL_BENTPALM.LOD",3292,5210684,2576
9,5207392,file,3,"BASE_FLAG.LOD",5872,5213264,804
10,5394432,file,0,"TUTORIAL.TIM",288,5394720,67776
10,5394432,file,1,"TIM.BND",68068,5462500,13180
10,5394432,file,2,"MDL.BND",81252,5475684,10896
10,5394432,file,3,"TUTORIAL.PLD",92152,5486584,2284
10,5394432,file,4,"TUTORIAL.PND",94440,5488872,142652
10,5394432,file,5,"TUTORIAL.CL2",237096,5631528,4
10,5394432,file,6,"TUTORIAL.PTH",237104,5631536,16416
11,5462500,file,0,"ANKH_TAG.TIM",288,5462788,896
11,5462500,file,1,"CAGE.TIM",1188,5463688,2144
11,5462500,file,2,"COMMANDO.TIM",3336,5465836,2400
11,5462500,file,3,"CUR_TREE.TIM",5740,5468240,2112
11,5462500,file,4,"STUMP.TIM",7856,5470356,576
11,5462500,file,5,"FLAG2.TIM",8436,5470936,2368
11,5462500,file,6,"INFLBASE.TIM",10808,5473308,2368
12,5475684,file,0,"BSE_WOODS.LOD",328,5476012,680
12,5475684,file,1,"FRN_TREE_ROUNDLARGE.LOD",1012,5476696,1940
12,5475684,file,2,"FRN_TREE_ROUNDMEDIUM.LOD",2956,5478640,1940
12,5475684,file,3,"ANKH.LOD",4900,5480584,1364
12,5475684,file,4,"BASE_FLAG.LOD",6268,5481952,804
12,5475684,file,5,"CAGE.LOD",7076,5482760,336
12,5475684,file,6,"STAND_SHORT.LOD",7416,5483100,1796
12,5475684,file,7,"TARGET.LOD",9216,5484900,1676
13,10258432,file,0,"\LANGUAGE.TIM",408,10258840,21760
13,10258432,file,1,"\CROSS.TIM",22172,10280604,336
13,10258432,file,2,"\ARROWL.TIM",22512,10280944,336
13,10258432,file,3,"\ARROWR.TIM",22852,10281284,336
13,10258432,file,4,"\BRITAIN.TIM",23192,10281624,18548
13,10258432,file,5,"\ITALY.TIM",41744,10300176,18548
13,10258432,file,6,"\SPAIN.TIM",60296,10318728,18548
13,10258432,file,7,"\ENGLISH.TIM",78848,10337280,9504
13,10258432,file,8,"\ITALIAN.TIM",88356,10346788,9504
13,10258432,file,9,"\SPANISH.TIM",97864,10356296,9504
14,10366976,file,0,"\1.TIM",888,10367864,848
14,10366976,file,1,"\2.TIM",1740,10368716,848
14,10366976,file,2,"\3.TIM",2592,10369568,848
14,10366976,file,3,"\4.TIM",3444,10370420,848
14,10366976,file,4,"\S_BATTLE.TIM",4296,10371272,15904
14,10366976,file,5,"\S_FUMBLE.TIM",20204,10387180,15904
14,10366976,file,6,"\S_PIGGY.TIM",36112,10403088,15904
14,10366976,file,7,"\S_TEMPLE.TIM",52020,10418996,15904
14,10366976,file,8,"\OP_JOYPA.TIM",67928,10434904,25504
14,10366976,file,9,"\OP_AUDIO.TIM",93436,10460412,7704
14,10366976,file,10,"\OP_VIDEO.TIM",101144,10468120,7704
14,10366976,file,11,"\OP_JOYPA2.TIM",108852,10475828,7704
14,10366976,file,12,"\TEAMBLUE.TIM",116560,10483536,16148
14,10366976,file,13,"\TEAMBRWN.TIM",132712,10499688,16148
14,10366976,file,14,"\TEAMGREE.TIM",148864,10515840,16148
14,10366976,file,15,"\TEAMGREY.TIM",165016,10531992,16148
14,10366976,file,16,"\TEAMORAN.TIM",181168,10548144,16148
14,10366976,file,17,"\TEAMPINK.TIM",197320,10564296,16148
14,10366976,file,18,"\TEAMPURP.TIM",213472,10580448,16148
14,10366976,file,19,"\TEAMRED.TIM",229624,10596600,16148
14,10366976,file,20,"\TEAMYELL.TIM",245776,10612752,16148
14,10366976,file,21,"\CRATES.TIM",261928,10628904,13984
15,10643456,file,0,"\CROSS.TIM",1288,10644744,336
15,10643456,file,1,"\CROSS2.TIM",1628,10645084,832
15,10643456,file,2,"\CROSS3.TIM",2464,10645920,672
15,10643456,file,3,"\TRIANGLE.TIM",3140,10646596,336
15,10643456,file,4,"\SQUARE.TIM",3480,10646936,336
15,10643456,file,5,"\CIRCLE.TIM",3820,10647276,336
15,10643456,file,6,"\START.TIM",4160,10647616,464
15,10643456,file,7,"\SELECT.TIM",4628,10648084,464
15,10643456,file,8,"\ARROWL.TIM",5096,10648552,336
15,10643456,file,9,"\ARROWR.TIM",5436,10648892,336
15,10643456,file,10,"\ARROWLH.TIM",5776,10649232,336
15,10643456,file,11,"\ARROWRH.TIM",6116,10649572,336
15,10643456,file,12,"\GLOW01.TIM",6456,10649912,128
15,10643456,file,13,"\GLOW02.TIM",6588,10650044,128
15,10643456,file,14,"\GLOW03.TIM",6720,10650176,128
15,10643456,file,15,"\GLOW04.TIM",6852,10650308,128
15,10643456,file,16,"\GLOW05.TIM",6984,10650440,128
15,10643456,file,17,"\GLOW06.TIM",7116,10650572,128
15,10643456,file,18,"\GLOW07.TIM",7248,10650704,128
15,10643456,file,19,"\GLOW08.TIM",7380,10650836,128
15,10643456,file,20,"\TEAMBLUE_S.TIM",7512,10650968,2560
15,10643456,file,21,"\TEAMBRWN_S.TIM",10076,10653532,2560
15,10643456,file,22,"\TEAMGREE_S.TIM",12640,10656096,2560
15,10643456,file,23,"\TEAMGREY_S.TIM",15204,10658660,2560
15,10643456,file,24,"\TEAMORAN_S.TIM",17768,10661224,2560
15,10643456,file,25,"\TEAMPINK_S.TIM",20332,10663788,2560
15,10643456,file,26,"\TEAMPURP_S.TIM",22896,10666352,2560
15,10643456,file,27,"\TEAMRED_S.TIM",25460,10668916,2560
15,10643456,file,28,"\TEAMYELL_S.TIM",28024,10671480,2560
15,10643456,file,29,"\HANDICA1.TIM",30588,10674044,1056
15,10643456,file,30,"\HANDICA2.TIM",31648,10675104,1056
15,10643456,file,31,"\ICON_GHOST.TIM",32708,10676164,336
16,10678272,file,0,"\SINGLE.TIM",1408,10679680,30744
16,10678272,file,1,"\MULTI.TIM",32156,10710428,30744
16,10678272,file,2,"\OPTIONS.TIM",62904,10741176,30740
16,10678272,file,3,"\CONTROL.TIM",93648,10771920,30740
16,10678272,file,4,"\MEDAL.TIM",124392,10802664,30744
16,10678272,file,5,"\SINGLE_BW.TIM",155140,10833412,15904
16,10678272,file,6,"\MULTI_BW.TIM",171048,10849320,15904
16,10678272,file,7,"\OPTIONS_BW.TIM",186956,10865228,15904
16,10678272,file,8,"\CONTROL_BW.TIM",202864,10881136,15904
16,10678272,file,9,"\MEDAL_BW.TIM",218772,10897044,15904
16,10678272,file,10,"\BS_DEATH.TIM",234680,10912952,4640
16,10678272,file,11,"\BS_BOMBO.TIM",239324,10917596,2592
16,10678272,file,12,"\BS_DOMIN.TIM",241920,10920192,2592
16,10678272,file,13,"\BS_CAPTU.TIM",244516,10922788,2592
16,10678272,file,14,"\PLAYER.TIM",247112,10925384,3256
16,10678272,file,15,"\MP01_BH.TIM",250372,10928644,3520
16,10678272,file,16,"\MP02_QQ.TIM",253896,10932168,3520
16,10678272,file,17,"\MP03_FF.TIM",257420,10935692,3520
16,10678272,file,18,"\MP04_SJ.TIM",260944,10939216,3520
16,10678272,file,19,"\MP05_CH.TIM",264468,10942740,3520
16,10678272,file,20,"\MP06_TP.TIM",267992,10946264,3520
16,10678272,file,21,"\MP07_TT.TIM",271516,10949788,3520
16,10678272,file,22,"\MP08_SC.TIM",275040,10953312,3520
16,10678272,file,23,"\MP09_BB1.TIM",278564,10956836,3520
16,10678272,file,24,"\MP10_BB2.TIM",282088,10960360,3520
16,10678272,file,25,"\MP11_BB3.TIM",285612,10963884,3520
16,10678272,file,26,"\MP12_BB4.TIM",289136,10967408,3520
16,10678272,file,27,"\MP13_CP1.TIM",292660,10970932,3520
16,10678272,file,28,"\MP14_CP2.TIM",296184,10974456,3520
16,10678272,file,29,"\MP15_CP3.TIM",299708,10977980,3520
16,10678272,file,30,"\MP16_CP4.TIM",303232,10981504,3520
16,10678272,file,31,"\MP17_VK.TIM",306756,10985028,3520
16,10678272,file,32,"\MP18_TR.TIM",310280,10988552,3520
16,10678272,file,33,"\MP19_LL.TIM",313804,10992076,3520
16,10678272,file,34,"\MP20_TT2.TIM",317328,10995600,3520
17,10999808,file,0,"\SINGLE.TIM",1408,11001216,30744
17,10999808,file,1,"\MULTI.TIM",32156,11031964,30744
17,10999808,file,2,"\OPTIONS.TIM",62904,11062712,30744
17,10999808,file,3,"\CONTROL.TIM",93652,11093460,30744
17,10999808,file,4,"\MEDAL.TIM",124400,11124208,30744
17,10999808,file,5,"\SINGLE_BW.TIM",155148,11154956,15904
17,10999808,file,6,"\MULTI_BW.TIM",171056,11170864,15904
17,10999808,file,7,"\OPTIONS_BW.TIM",186964,11186772,15904
17,10999808,file,8,"\CONTROL_BW.TIM",202872,11202680,15904
17,10999808,file,9,"\MEDAL_BW.TIM",218780,11218588,15904
17,10999808,file,10,"\BS_DEATH.TIM",234688,11234496,4640
17,10999808,file,11,"\BS_BOMBO.TIM",239332,11239140,2592
17,10999808,file,12,"\BS_DOMIN.TIM",241928,11241736,2592
17,10999808,file,13,"\BS_CAPTU.TIM",244524,11244332,2592
17,10999808,file,14,"\PLAYER.TIM",247120,11246928,3272
17,10999808,file,15,"\MP01_BH.TIM",250396,11250204,3520
17,10999808,file,16,"\MP02_QQ.TIM",253920,11253728,3520
17,10999808,file,17,"\MP03_FF.TIM",257444,11257252,3520
17,10999808,file,18,"\MP04_SJ.TIM",260968,11260776,3520
17,10999808,file,19,"\MP05_CH.TIM",264492,11264300,3520
17,10999808,file,20,"\MP06_TP.TIM",268016,11267824,3520
17,10999808,file,21,"\MP07_TT.TIM",271540,11271348,3520
17,10999808,file,22,"\MP08_SC.TIM",275064,11274872,3520
17,10999808,file,23,"\MP09_BB1.TIM",278588,11278396,3520
17,10999808,file,24,"\MP10_BB2.TIM",282112,11281920,3520
17,10999808,file,25,"\MP11_BB3.TIM",285636,11285444,3520
17,10999808,file,26,"\MP12_BB4.TIM",289160,11288968,3520
17,10999808,file,27,"\MP13_CP1.TIM",292684,11292492,3520
17,10999808,file,28,"\MP14_CP2.TIM",296208,11296016,3520
17,10999808,file,29,"\MP15_CP3.TIM",299732,11299540,3520
17,10999808,file,30,"\MP16_CP4.TIM",303256,11303064,3520
17,10999808,file,31,"\MP17_VK.TIM",306780,11306588,3520
17,10999808,file,32,"\MP18_TR.TIM",310304,11310112,3520
17,10999808,file,33,"\MP19_LL.TIM",313828,11313636,3520
17,10999808,file,34,"\MP20_TT2.TIM",317352,11317160,3520
18,11321344,file,0,"\SINGLE.TIM",1408,11322752,30744
18,11321344,file,1,"\MULTI.TIM",32156,11353500,30744
18,11321344,file,2,"\OPTIONS.TIM",62904,11384248,30744
18,11321344,file,3,"\CONTROL.TIM",93652,11414996,30744
18,11321344,file,4,"\MEDAL.TIM",124400,11445744,30744
18,11321344,file,5,"\SINGLE_BW.TIM",155148,11476492,15904
18,11321344,file,6,"\MULTI_BW.TIM",171056,11492400,15904
18,11321344,file,7,"\OPTIONS_BW.TIM",186964,11508308,15904
18,11321344,file,8,"\CONTROL_BW.TIM",202872,11524216,15904
18,11321344,file,9,"\MEDAL_BW.TIM",218780,11540124,15904
18,11321344,file,10,"\BS_DEATH.TIM",234688,11556032,4640
18,11321344,file,11,"\BS_BOMBO.TIM",239332,11560676,2592
18,11321344,file,12,"\BS_DOMIN.TIM",241928,11563272,2592
18,11321344,file,13,"\BS_CAPTU.TIM",244524,11565868,2592
18,11321344,file,14,"\PLAYER.TIM",247120,11568464,3272
18,11321344,file,15,"\MP01_BH.TIM",250396,11571740,3520
18,11321344,file,16,"\MP02_QQ.TIM",253920,11575264,3520
18,11321344,file,17,"\MP03_FF.TIM",257444,11578788,3520
18,11321344,file,18,"\MP04_SJ.TIM",260968,11582312,3520
18,11321344,file,19,"\MP05_CH.TIM",264492,11585836,3520
18,11321344,file,20,"\MP06_TP.TIM",268016,11589360,3520
18,11321344,file,21,"\MP07_TT.TIM",271540,11592884,3520
18,11321344,file,22,"\MP08_SC.TIM",275064,11596408,3520
18,11321344,file,23,"\MP09_BB1.TIM",278588,11599932,3520
18,11321344,file,24,"\MP10_BB2.TIM",282112,11603456,3520
18,11321344,file,25,"\MP11_BB3.TIM",285636,11606980,3520
18,11321344,file,26,"\MP12_BB4.TIM",289160,11610504,3520
18,11321344,file,27,"\MP13_CP1.TIM",292684,11614028,3520
18,11321344,file,28,"\MP14_CP2.TIM",296208,11617552,3520
18,11321344,file,29,"\MP15_CP3.TIM",299732,11621076,3520
18,11321344,file,30,"\MP16_CP4.TIM",303256,11624600,3520
18,11321344,file,31,"\MP17_VK.TIM",306780,11628124,3520
18,11321344,file,32,"\MP18_TR.TIM",310304,11631648,3520
18,11321344,file,33,"\MP19_LL.TIM",313828,11635172,3520
18,11321344,file,34,"\MP20_TT2.TIM",317352,11638696,3520
19,11642880,file,0,"\ICON_HOM.TIM",328,11643208,2592
19,11642880,file,1,"\ICON_OPT.TIM",2924,11645804,2592
19,11642880,file,2,"\ICON_CON.TIM",5520,11648400,2592
19,11642880,file,3,"\ICON_TEAM.TIM",8116,11650996,2592
19,11642880,file,4,"\ICON_BATTLE.TIM",10712,11653592,2592
19,11642880,file,5,"\ICON_MEM.TIM",13308,11656188,2592
19,11642880,file,6,"\ICON_GAM.TIM",15904,11658784,2592
19,11642880,file,7,"\ICON_TED.TIM",18500,11661380,2592
20,11665408,file,0,"\ICON_HOM.TIM",328,11665736,2592
20,11665408,file,1,"\ICON_OPT.TIM",2924,11668332,2592
20,11665408,file,2,"\ICON_CON.TIM",5520,11670928,2592
20,11665408,file,3,"\ICON_TEAM.TIM",8116,11673524,2592
20,11665408,file,4,"\ICON_BATTLE.TIM",10712,11676120,2592
20,11665408,file,5,"\ICON_MEM.TIM",13308,11678716,2592
20,11665408,file,6,"\ICON_GAM.TIM",15904,11681312,2592
20,11665408,file,7,"\ICON_TED.TIM",18500,11683908,2592
21,11687936,file,0,"\ICON_HOM.TIM",328,11688264,2592
21,11687936,file,1,"\ICON_OPT.TIM",2924,11690860,2592
21,11687936,file,2,"\ICON_CON.TIM",5520,11693456,2592
21,11687936,file,3,"\ICON_TEAM.TIM",8116,11696052,2592
21,11687936,file,4,"\ICON_BATTLE.TIM",10712,11698648,2592
21,11687936,file,5,"\ICON_MEM.TIM",13308,11701244,2592
21,11687936,file,6,"\ICON_GAM.TIM",15904,11703840,2592
21,11687936,file,7,"\ICON_TED.TIM",18500,11706436,2592
22,11710464,file,0,"BICYCLE.TIM",7208,11717672,656
22,11710464,file,1,"MOTOBIKE.TIM",7868,11718332,656
22,11710464,file,2,"TANK_BABY_CANNON.TIM",8528,11718992,464
22,11710464,file,3,"TANK_BABY_GATTLING.TIM",8996,11719460,464
22,11710464,file,4,"TANK_BABY_TANDEM.TIM",9464,11719928,656
22,11710464,file,5,"TANK_MEDIUM_CANNON.TIM",10124,11720588,464
22,11710464,file,6,"TANK_BABY_STEALTH.TIM",10592,11721056,464
22,11710464,file,7,"TANK_KILLER.TIM",11060,11721524,592
22,11710464,file,8,"PLANE_STEALTH_BOMBER.TIM",11656,11722120,656
22,11710464,file,9,"JEEP.TIM",12316,11722780,592
22,11710464,file,10,"TANK_SUPER_CANNON.TIM",12912,11723376,848
22,11710464,file,11,"PLANE_MICROLITE.TIM",13764,11724228,656
22,11710464,file,12,"TANK_TYRANT_CANNON.TIM",14424,11724888,592
22,11710464,file,13,"JEEP_SNOW.TIM",15020,11725484,592
22,11710464,file,14,"TANK_BABY_SNOW.TIM",15616,11726080,848
22,11710464,file,15,"PLANE_AERO.TIM",16468,11726932,848
22,11710464,file,16,"SAUCER.TIM",17320,11727784,464
22,11710464,file,17,"BIKE_LASER.TIM",17788,11728252,656
22,11710464,file,18,"TANK_BABY_HOVER.TIM",18448,11728912,464
22,11710464,file,19,"TANK_SUPER_HOVER_CANNON.TIM",18916,11729380,592
22,11710464,file,20,"NONE.TIM",19512,11729976,264
22,11710464,file,21,"ROCKET.TIM",19780,11730244,832
22,11710464,file,22,"TANK_MEDIUM_TANDEM.TIM",20616,11731080,464
22,11710464,file,23,"TANK_MEDIUM_STEALTH.TIM",21084,11731548,592
22,11710464,file,24,"BIKE_SNOW.TIM",21680,11732144,656
22,11710464,file,25,"SAUCER_FROST.TIM",22340,11732804,656
22,11710464,file,26,"MECHWALKER.TIM",23000,11733464,848
22,11710464,file,27,"BUGGY_MOON.TIM",23852,11734316,656
22,11710464,file,28,"INFUNTRY.TIM",24512,11734976,336
22,11710464,file,29,"STEALTH.TIM",24852,11735316,336
22,11710464,file,30,"COMMAND.TIM",25192,11735656,320
22,11710464,file,31,"NINJA.TIM",25516,11735980,336
22,11710464,file,32,"NINJA.TIM",25856,11736320,336
22,11710464,file,33,"CYBORG.TIM",26196,11736660,336
22,11710464,file,34,"MEDIC.TIM",26536,11737000,336
22,11710464,file,35,"SUPER.TIM",26876,11737340,336
22,11710464,file,36,"NONE.TIM",27216,11737680,264
22,11710464,file,37,"SHOTGUN.TIM",27484,11737948,592
22,11710464,file,38,"UZI.TIM",28080,11738544,656
22,11710464,file,39,"GRENADE_SHELL.TIM",28740,11739204,656
22,11710464,file,40,"BAZOOKA.TIM",29400,11739864,592
22,11710464,file,41,"NONE.TIM",29996,11740460,264
