map_file,symbol,address_hex,annotation
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,PutDispEnv,0x80013EA4,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,PutDrawEnv,0x80013CCC,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,ResetCallback,0x80011050,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,ResetEntryInt,0x800160FC,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,ResetGraph,0x800131B8,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,RestartCallback,0x80011174,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,ReturnFromException,0x800160EC,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetBlockFill,0x80012DC0,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetDefDispEnv,0x80011DBC,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetDefDrawEnv,0x80011CEC,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetDispMask,0x800135BC,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetDrawArea,0x800143FC,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetDrawEnv,0x80014544,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetDrawLoad,0x80012EE8,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetDrawMode,0x800144EC,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetDrawMove,0x80012E88,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetDrawOffset,0x80014480,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetDrawTPage,0x80012DD4,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetDumpFnt,0x80011E20,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetGraphDebug,0x80013428,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetGraphQueue,0x80013494,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetGraphReverse,0x80013314,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetIntrMask,0x800111CC,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetLineF2,0x80012D18,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetLineF3,0x80012D40,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetLineF4,0x80012D80,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetLineG2,0x80012D2C,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetLineG3,0x80012D60,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetLineG4,0x80012DA0,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetPolyF3,0x80012BEC,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetPolyF4,0x80012C3C,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetPolyFT3,0x80012C00,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetPolyFT4,0x80012C50,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetPolyG3,0x80012C14,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetPolyG4,0x80012C64,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetPolyGT3,0x80012C28,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetPolyGT4,0x80012C78,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetPriority,0x800144C4,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetSemiTrans,0x80012B9C,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetShadeTex,0x80012BC4,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetSprt,0x80012CB4,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetSprt16,0x80012CA0,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetSprt8,0x80012C8C,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetTexWindow,0x800143C0,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetTile,0x80012D04,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetTile1,0x80012CC8,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetTile16,0x80012CF0,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetTile8,0x80012CDC,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetVideoMode,0x80011DF8,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SpadStock,0x80010000,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,StartPAD,0x8001622C,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,StartPAD2,0x80016264,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,StopCallback,0x80011144,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,StopPAD,0x800160CC,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,StoreImage,0x80013980,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,TermPrim,0x80012B84,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,VSync,0x80010E6C,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,VSyncCallback,0x800110E0,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,VSyncCallbacks,0x80011114,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,Vcount,0x800173C0,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,_96_remove,0x800160B4,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,__SN_ENTRY_POINT,0x800104B4,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,__main,0x800104AC,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,_patch_pad,0x80016284,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,_qin,0x800180D8,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,_qlog,0x800180C8,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,_qout,0x800180DC,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,_que,0x8001C678,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,_ramsize,0x800162E8,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,_stacksize,0x800162E4,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,data1,0x1F800004,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,data2,0x80018110,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,loop1,0x1F800000,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,loop2,0x800180F4,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,main,0x80010570,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,memcpy,0x8001605C,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,memset,0x8001606C,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,printf,0x8001607C,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,puts,0x80016024,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,scpad,0x8001810C,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,setjmp,0x8001603C,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,startIntrDMA,0x80011888,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,startIntrVSync,0x80011760,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,strlen,0x8001604C,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,stup0,0x80010554,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,stup1,0x800104D8,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,stup2,0x800104B4,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,test0,0x80010AE0,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,test1,0x80010BE8,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,test2,0x80010CDC,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,loop1,0x1F800000,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,data1,0x1F800004,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SpadStock,0x80010000,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,__main,0x800104AC,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,stup2,0x800104B4,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,__SN_ENTRY_POINT,0x800104B4,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,stup1,0x800104D8,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,stup0,0x80010554,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,main,0x80010570,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,test0,0x80010AE0,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,test1,0x80010BE8,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,test2,0x80010CDC,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,PadInit,0x80010DCC,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,PadRead,0x80010E1C,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,PadStop,0x80010E4C,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,VSync,0x80010E6C,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,ResetCallback,0x80011050,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,InterruptCallback,0x80011080,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,DMACallback,0x800110B0,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,VSyncCallback,0x800110E0,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,VSyncCallbacks,0x80011114,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,StopCallback,0x80011144,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,RestartCallback,0x80011174,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,CheckCallback,0x800111A4,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,GetIntrMask,0x800111B4,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetIntrMask,0x800111CC,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,startIntrVSync,0x80011760,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,startIntrDMA,0x80011888,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,LoadTPage,0x80011B30,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,LoadClut,0x80011C1C,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,LoadClut2,0x80011C84,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetDefDrawEnv,0x80011CEC,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetDefDispEnv,0x80011DBC,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetVideoMode,0x80011DF8,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,GetVideoMode,0x80011E10,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetDumpFnt,0x80011E20,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,FntLoad,0x80011E60,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,FntOpen,0x80011F04,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,FntFlush,0x800121BC,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,FntPrint,0x800124E0,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,GetTPage,0x800128C0,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,GetClut,0x80012988,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,DumpTPage,0x800129A0,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,DumpClut,0x80012A70,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,NextPrim,0x80012AB0,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,IsEndPrim,0x80012ACC,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,AddPrim,0x80012AE8,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,AddPrims,0x80012B24,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,CatPrim,0x80012B60,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,TermPrim,0x80012B84,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetSemiTrans,0x80012B9C,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetShadeTex,0x80012BC4,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetPolyF3,0x80012BEC,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetPolyFT3,0x80012C00,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetPolyG3,0x80012C14,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetPolyGT3,0x80012C28,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetPolyF4,0x80012C3C,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetPolyFT4,0x80012C50,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetPolyG4,0x80012C64,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetPolyGT4,0x80012C78,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetSprt8,0x80012C8C,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetSprt16,0x80012CA0,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetSprt,0x80012CB4,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetTile1,0x80012CC8,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetTile8,0x80012CDC,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetTile16,0x80012CF0,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetTile,0x80012D04,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetLineF2,0x80012D18,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetLineG2,0x80012D2C,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetLineF3,0x80012D40,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetLineG3,0x80012D60,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetLineF4,0x80012D80,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetLineG4,0x80012DA0,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetBlockFill,0x80012DC0,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetDrawTPage,0x80012DD4,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetDrawMove,0x80012E88,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetDrawLoad,0x80012EE8,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,MargePrim,0x80012F54,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,DumpDrawEnv,0x80012F8C,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,DumpDispEnv,0x8001310C,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,ResetGraph,0x800131B8,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetGraphReverse,0x80013314,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetGraphDebug,0x80013428,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetGraphQueue,0x80013494,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,GetGraphType,0x80013540,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,GetGraphDebug,0x80013550,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,DrawSyncCallback,0x80013560,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,SetDispMask,0x800135BC,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,DrawSync,0x80013658,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,ClearImage,0x800137EC,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,ClearImage2,0x80013880,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,LoadImage,0x8001391C,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,StoreImage,0x80013980,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,MoveImage,0x800139E4,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,ClearOTag,0x80013AA8,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,ClearOTagR,0x80013B60,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,DrawPrim,0x80013BF8,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,DrawOTag,0x80013C58,
assets/PSYQ_SDK/psyq/addons/cmplr/SCRATCH/MAIN.MAP,PutDrawEnv,0x80013CCC,
